X_inv_KCI_p,X_inv_KCI_rej,X_inv_KCI_time,Y_inv_KCI_p,Y_inv_KCI_rej,Y_inv_KCI_time,Z_inv_KCI_p,Z_inv_KCI_rej,Z_inv_KCI_time,NP_KCI_p,NP_KCI_rej,NP_KCI_time
0.05,true,0.074103632,0.055,false,0.075234894,0.085,false,0.073738346,0.065,false,0.078808098
0.13,false,0.073143826,0.02,true,0.07538816,0.12,false,0.072580239,0.15,false,0.072737203
0.0,true,0.073295998,0.055,false,0.073146166,0.09,false,0.073466463,0.145,false,0.074104217
0.11,false,0.073119865,0.155,false,0.071290892,0.14,false,0.079831674,0.14,false,0.073405683
0.15,false,0.074750336,0.125,false,0.074845977,0.135,false,0.07988655,0.08,false,0.073144421
0.115,false,0.070507547,0.03,true,0.071331699,0.12,false,0.071249251,0.085,false,0.07530338
0.035,true,0.066197044,0.16,false,0.069909165,0.135,false,0.071178413,0.145,false,0.079943143
0.1,false,0.073926517,0.115,false,0.073721207,0.185,false,0.072175642,0.07,false,0.071722061
0.015,true,0.073293763,0.07,false,0.073189387,0.055,false,0.076733646,0.045,true,0.075481904
0.0,true,0.071135209,0.0,true,0.074094435,0.065,false,0.077374264,0.05,true,0.077604786
0.06,false,0.073822362,0.06,false,0.07547484,0.04,true,0.081499183,0.065,false,0.075538285
0.1,false,0.068130714,0.11,false,0.071987394,0.085,false,0.073276258,0.1,false,0.07555542
0.0,true,0.070554257,0.1,false,0.073923741,0.09,false,0.079279817,0.105,false,0.079453204
0.0,true,0.071295713,0.215,false,0.07622262,0.075,false,0.070284513,0.09,false,0.081623138
0.06,false,0.071429634,0.195,false,0.070638436,0.14,false,0.068125734,0.12,false,0.075234003
0.09,false,0.071177635,0.11,false,0.070819276,0.1,false,0.068587429,0.085,false,0.077093386
0.0,true,0.080881275,0.07,false,0.067471062,0.135,false,0.075416206,0.145,false,0.075734857
0.115,false,0.070636672,0.135,false,0.068916901,0.135,false,0.065421208,0.085,false,0.074399863
0.115,false,0.073127309,0.075,false,0.067225544,0.15,false,0.069333197,0.0,true,0.077980119
0.11,false,0.070704882,0.005,true,0.070011113,0.085,false,0.069765761,0.08,false,0.078410567
0.14,false,0.075031246,0.1,false,0.07167832,0.145,false,0.066957411,0.095,false,0.07335545
0.085,false,0.068974864,0.12,false,0.068057788,0.105,false,0.072103165,0.17,false,0.076665713
0.0,true,0.078740233,0.045,true,0.06606892,0.125,false,0.068778226,0.1,false,0.0767813
0.08,false,0.072362136,0.095,false,0.066422448,0.115,false,0.074500176,0.065,false,0.077918851
0.125,false,0.067419321,0.155,false,0.067644094,0.105,false,0.072086014,0.0,true,0.078665143
0.1,false,0.067768033,0.11,false,0.066328842,0.07,false,0.067114422,0.075,false,0.075751739
0.1,false,0.069397083,0.08,false,0.068260477,0.16,false,0.069908395,0.13,false,0.074679561
0.025,true,0.070052664,0.14,false,0.073028863,0.145,false,0.072087794,0.0,true,0.0751443
0.0,true,0.077370151,0.115,false,0.07441254,0.075,false,0.068364736,0.055,false,0.074590515
0.0,true,0.068050352,0.1,false,0.067808383,0.165,false,0.076077892,0.15,false,0.074547629
0.165,false,0.07013463,0.08,false,0.071090461,0.15,false,0.069205304,0.0,true,0.077682408
0.08,false,0.072046602,0.0,true,0.078430672,0.105,false,0.070741641,0.13,false,0.08029191
0.0,true,0.070248612,0.12,false,0.07166719,0.09,false,0.068610041,0.055,false,0.069775635
0.0,true,0.069104238,0.11,false,0.070151416,0.15,false,0.071169299,0.09,false,0.074173822
0.11,false,0.076656097,0.025,true,0.074663699,0.145,false,0.069184399,0.11,false,0.076461732
0.0,true,0.072065872,0.075,false,0.066773049,0.095,false,0.070390918,0.125,false,0.074815743
0.075,false,0.068878997,0.055,false,0.074054676,0.14,false,0.070661005,0.12,false,0.083515591
0.0,true,0.072045938,0.11,false,0.074929616,0.19,false,0.068505577,0.005,true,0.076845248
0.0,true,0.07142037,0.045,true,0.077442466,0.11,false,0.069473811,0.055,false,0.08268387
0.085,false,0.06926124,0.105,false,0.070241077,0.085,false,0.070817414,0.085,false,0.074347458
0.0,true,0.078273225,0.045,true,0.070300791,0.125,false,0.073282463,0.105,false,0.073766586
0.0,true,0.073269797,0.095,false,0.067231197,0.125,false,0.071732281,0.0,true,0.079096414
0.0,true,0.067744562,0.08,false,0.06734652,0.12,false,0.070769561,0.09,false,0.071958128
0.0,true,0.06716855,0.16,false,0.066855989,0.045,true,0.067645566,0.04,true,0.075234552
0.05,true,0.067558275,0.025,true,0.07267893,0.14,false,0.067957777,0.0,true,0.084062764
0.12,false,0.068667721,0.065,false,0.067638912,0.055,false,0.066371776,0.085,false,0.076028368
0.085,false,0.076707822,0.01,true,0.065089597,0.11,false,0.070272317,0.175,false,0.075949981
0.0,true,0.071435411,0.125,false,0.06634596,0.15,false,0.069683929,0.105,false,0.075482151
0.165,false,0.074752408,0.05,true,0.073287782,0.01,true,0.072319951,0.08,false,0.075824816
0.07,false,0.069848256,0.11,false,0.0716427,0.1,false,0.069510884,0.0,true,0.073460928
0.095,false,0.069870534,0.085,false,0.070734482,0.135,false,0.070294303,0.125,false,0.079313257
0.0,true,0.0687457,0.05,true,0.068128831,0.12,false,0.070763144,0.125,false,0.075808553
0.08,false,0.074317332,0.155,false,0.065307404,0.11,false,0.071459038,0.095,false,0.080812322
0.035,true,0.070003721,0.145,false,0.066037684,0.075,false,0.071165774,0.05,true,0.073335874
0.0,true,0.070037232,0.12,false,0.069096651,0.065,false,0.072779195,0.185,false,0.078283448
0.0,true,0.070451748,0.11,false,0.071616204,0.1,false,0.072025136,0.03,true,0.078129511
0.075,false,0.075332186,0.175,false,0.070264263,0.06,false,0.067589664,0.18,false,0.078690563
0.0,true,0.06909549,0.0,true,0.074514092,0.105,false,0.072312789,0.045,true,0.077920101
0.115,false,0.07331024,0.145,false,0.066974313,0.165,false,0.069629221,0.0,true,0.07347304
0.0,true,0.072536016,0.09,false,0.065003668,0.165,false,0.072572253,0.07,false,0.074893552
0.09,false,0.070551944,0.165,false,0.067988557,0.1,false,0.074529397,0.155,false,0.075176448
0.0,true,0.071182307,0.105,false,0.069483956,0.125,false,0.069835786,0.12,false,0.076160666
0.0,true,0.066426264,0.085,false,0.076286243,0.05,true,0.068875424,0.0,true,0.075263758
0.03,true,0.069130005,0.085,false,0.066301654,0.08,false,0.077782865,0.12,false,0.083304707
0.115,false,0.079288628,0.125,false,0.064153616,0.15,false,0.074744505,0.16,false,0.073170331
0.04,true,0.075124896,0.065,false,0.068425882,0.0,true,0.075242708,0.08,false,0.07453793
0.095,false,0.073413675,0.12,false,0.069433844,0.14,false,0.085901983,0.025,true,0.074241171
0.175,false,0.07562576,0.065,false,0.066994257,0.03,true,0.074480839,0.11,false,0.076375306
0.135,false,0.069395096,0.0,true,0.073396697,0.135,false,0.076684376,0.13,false,0.074026497
0.0,true,0.069595314,0.17,false,0.068709662,0.07,false,0.070787353,0.07,false,0.074512205
0.04,true,0.072624672,0.09,false,0.068731536,0.0,true,0.07080542,0.135,false,0.077364886
0.07,false,0.070037632,0.105,false,0.071753876,0.0,true,0.070494028,0.1,false,0.077774404
0.0,true,0.070599543,0.025,true,0.070031855,0.125,false,0.072677381,0.055,false,0.074142877
0.0,true,0.069408579,0.045,true,0.071616404,0.125,false,0.0718674,0.06,false,0.073032135
0.035,true,0.074197272,0.125,false,0.072128775,0.065,false,0.070111913,0.17,false,0.075840721
0.045,true,0.070254282,0.0,true,0.064522582,0.115,false,0.068463296,0.08,false,0.079091029
0.105,false,0.070171606,0.105,false,0.06551943,0.085,false,0.068838087,0.115,false,0.074943625
0.0,true,0.067829653,0.05,true,0.067500849,0.035,true,0.071055273,0.025,true,0.075329099
0.0,true,0.071348246,0.135,false,0.06739527,0.09,false,0.073627695,0.09,false,0.076086913
0.12,false,0.071747162,0.105,false,0.064779073,0.125,false,0.0741502,0.05,true,0.079040019
0.115,false,0.073936571,0.185,false,0.069849583,0.03,true,0.069780296,0.1,false,0.076919236
0.0,true,0.075755717,0.095,false,0.069873785,0.095,false,0.067607502,0.18,false,0.084049529
0.0,true,0.07703434,0.115,false,0.066135081,0.11,false,0.069539903,0.1,false,0.074013721
0.0,true,0.073800504,0.125,false,0.068923735,0.115,false,0.070638097,0.06,false,0.074086897
0.13,false,0.072430107,0.175,false,0.074853448,0.095,false,0.068244507,0.105,false,0.0752425
0.015,true,0.072716844,0.08,false,0.073435096,0.11,false,0.072472226,0.145,false,0.078223327
0.0,true,0.069200414,0.145,false,0.081852666,0.165,false,0.067894609,0.075,false,0.072128934
0.155,false,0.070452992,0.15,false,0.074935888,0.085,false,0.068057021,0.0,true,0.076350351
0.135,false,0.070140352,0.0,true,0.081402144,0.115,false,0.06642311,0.14,false,0.07553779
0.0,true,0.069700459,0.08,false,0.074379128,0.12,false,0.067333324,0.035,true,0.073175139
0.15,false,0.07165343,0.115,false,0.077776923,0.14,false,0.066421322,0.12,false,0.073889836
0.065,false,0.06877457,0.035,true,0.074623869,0.115,false,0.073079564,0.05,true,0.077277208
0.06,false,0.071422771,0.105,false,0.075590805,0.125,false,0.066909114,0.105,false,0.074495255
0.0,true,0.069897937,0.08,false,0.071337799,0.145,false,0.068831788,0.075,false,0.075018239
0.0,true,0.073571408,0.075,false,0.070266975,0.13,false,0.070269914,0.145,false,0.076826046
0.0,true,0.066381866,0.0,true,0.073210001,0.08,false,0.068400311,0.145,false,0.071920957
0.005,true,0.067959559,0.22,false,0.071604155,0.08,false,0.069192638,0.16,false,0.078066102
0.0,true,0.066277879,0.105,false,0.072788044,0.195,false,0.069880389,0.01,true,0.076656892
0.06,false,0.071006212,0.0,true,0.076212587,0.185,false,0.068053221,0.085,false,0.073610307
0.0,true,0.069716749,0.11,false,0.072653399,0.1,false,0.0731993,0.08,false,0.076606794
0.0,true,0.065183629,0.0,true,0.072646588,0.13,false,0.069392242,0.17,false,0.078759642
0.0,true,0.06991131,0.14,false,0.07099175,0.085,false,0.068442461,0.11,false,0.075938753
0.135,false,0.069587948,0.05,true,0.068454946,0.11,false,0.070116632,0.0,true,0.075197337
0.08,false,0.070051886,0.13,false,0.074665375,0.045,true,0.06664488,0.1,false,0.076093952
0.0,true,0.074995433,0.075,false,0.072221603,0.105,false,0.075362307,0.1,false,0.077363851
0.115,false,0.074532363,0.015,true,0.074851684,0.085,false,0.068721142,0.05,true,0.070646375
0.02,true,0.08212093,0.005,true,0.070991149,0.085,false,0.066462353,0.105,false,0.073029274
0.15,false,0.072164273,0.0,true,0.073739159,0.13,false,0.073874848,0.135,false,0.070905574
0.155,false,0.069531677,0.115,false,0.070311416,0.125,false,0.073264121,0.0,true,0.069292878
0.095,false,0.069726025,0.005,true,0.07206896,0.095,false,0.067832497,0.12,false,0.074697827
0.045,true,0.077137801,0.0,true,0.076884563,0.075,false,0.075324785,0.115,false,0.073947134
0.1,false,0.074507098,0.09,false,0.071616202,0.125,false,0.072204642,0.075,false,0.077521729
0.0,true,0.081781049,0.095,false,0.070546036,0.12,false,0.072303995,0.045,true,0.074576732
0.055,false,0.070046446,0.11,false,0.070556137,0.14,false,0.067445746,0.11,false,0.070433389
0.0,true,0.071410278,0.115,false,0.072062331,0.145,false,0.068943839,0.0,true,0.073574918
0.1,false,0.071128601,0.08,false,0.075064073,0.125,false,0.071123509,0.075,false,0.070930065
0.055,false,0.073465205,0.115,false,0.083011381,0.135,false,0.071895755,0.15,false,0.072532932
0.11,false,0.06886015,0.105,false,0.074977422,0.115,false,0.072040965,0.1,false,0.079393897
0.095,false,0.072758296,0.085,false,0.072685548,0.08,false,0.069663208,0.13,false,0.078669535
0.085,false,0.073356266,0.15,false,0.073468286,0.0,true,0.070890635,0.1,false,0.081647831
0.1,false,0.072928289,0.015,true,0.069423858,0.035,true,0.068109956,0.06,false,0.077948227
0.0,true,0.069353535,0.125,false,0.075930347,0.11,false,0.069161559,0.17,false,0.077970898
0.12,false,0.067627037,0.085,false,0.077246333,0.16,false,0.070202866,0.125,false,0.079767005
0.125,false,0.068718741,0.115,false,0.071691565,0.04,true,0.073720179,0.095,false,0.07632949
0.0,true,0.069705021,0.22,false,0.074271078,0.11,false,0.068408082,0.205,false,0.080894238
0.005,true,0.068513533,0.125,false,0.071536654,0.0,true,0.069221589,0.0,true,0.084468274
0.03,true,0.071814841,0.0,true,0.078571374,0.1,false,0.070953161,0.05,true,0.080494952
0.0,true,0.07224102,0.0,true,0.071196752,0.145,false,0.070625626,0.015,true,0.079439009
0.0,true,0.077979054,0.09,false,0.069599325,0.13,false,0.069463257,0.11,false,0.076400363
0.0,true,0.07404808,0.105,false,0.074390502,0.135,false,0.072830904,0.115,false,0.077558908
0.1,false,0.078414055,0.075,false,0.073009531,0.13,false,0.071542128,0.09,false,0.082002567
0.1,false,0.069319012,0.145,false,0.070944598,0.125,false,0.068507893,0.075,false,0.081665506
0.115,false,0.0746295,0.0,true,0.072000293,0.08,false,0.06786739,0.075,false,0.073684007
0.07,false,0.074804665,0.065,false,0.070903303,0.085,false,0.06897045,0.01,true,0.076389165
0.145,false,0.082981513,0.13,false,0.082047022,0.135,false,0.070856856,0.08,false,0.081297903
0.205,false,0.081363959,0.06,false,0.073134785,0.06,false,0.080931478,0.12,false,0.075819888
0.09,false,0.081476593,0.105,false,0.071360299,0.0,true,0.076128403,0.145,false,0.079655587
0.085,false,0.072127335,0.28,false,0.074244748,0.105,false,0.076914105,0.0,true,0.08007468
0.13,false,0.073827785,0.115,false,0.076891757,0.135,false,0.073275039,0.075,false,0.081517553
0.0,true,0.073405538,0.135,false,0.070072247,0.12,false,0.07579298,0.115,false,0.0776951
0.115,false,0.080610315,0.105,false,0.072653629,0.0,true,0.079104025,0.115,false,0.0809065
0.07,false,0.07868993,0.055,false,0.072610222,0.09,false,0.076169576,0.155,false,0.080536271
0.095,false,0.077879546,0.0,true,0.074307068,0.16,false,0.076562807,0.0,true,0.081489507
0.0,true,0.073343943,0.095,false,0.072721488,0.15,false,0.074110945,0.1,false,0.078503031
0.065,false,0.069766088,0.545,false,0.070937304,0.075,false,0.073203561,0.0,true,0.081959928
0.18,false,0.07704991,0.06,false,0.071284812,0.1,false,0.07579013,0.105,false,0.076308394
0.12,false,0.077561492,0.195,false,0.074670338,0.15,false,0.076712199,0.18,false,0.081164132
0.125,false,0.078325901,0.24,false,0.071157239,0.06,false,0.06903977,0.17,false,0.0745537
0.14,false,0.08561452,0.125,false,0.072270168,0.165,false,0.08345832,0.13,false,0.076720607
0.0,true,0.076572418,0.0,true,0.076703018,0.195,false,0.078296552,0.16,false,0.079107152
0.065,false,0.074086136,0.0,true,0.073428486,0.115,false,0.074872395,0.05,true,0.080829236
0.0,true,0.072351997,0.1,false,0.071749758,0.12,false,0.07413886,0.0,true,0.076788605
0.08,false,0.071717277,0.185,false,0.076481478,0.155,false,0.071614121,0.14,false,0.075355167
0.075,false,0.07679598,0.13,false,0.070341026,0.085,false,0.076889073,0.09,false,0.081759895
0.17,false,0.081594745,0.14,false,0.067114126,0.085,false,0.077605344,0.0,true,0.077631836
0.0,true,0.071203155,0.1,false,0.065937591,0.15,false,0.076046763,0.115,false,0.077389803
0.11,false,0.076354456,0.13,false,0.072179307,0.085,false,0.075458992,0.185,false,0.081343651
0.0,true,0.07712306,0.16,false,0.069225785,0.1,false,0.076509916,0.16,false,0.078813169
0.125,false,0.070470668,0.125,false,0.069491501,0.115,false,0.072540515,0.09,false,0.069566779
0.08,false,0.077072339,0.13,false,0.068504713,0.06,false,0.072460001,0.115,false,0.075987079
0.0,true,0.072062873,0.0,true,0.067023034,0.075,false,0.075449584,0.02,true,0.079338967
0.165,false,0.075065907,0.07,false,0.068521303,0.15,false,0.074078962,0.0,true,0.076012001
0.0,true,0.075347141,0.075,false,0.070450638,0.125,false,0.070600599,0.0,true,0.078957943
0.055,false,0.077412544,0.04,true,0.070456432,0.105,false,0.076145259,0.015,true,0.07635151
0.03,true,0.079570376,0.04,true,0.065059369,0.125,false,0.072473348,0.0,true,0.07724289
0.055,false,0.079664431,0.16,false,0.06576645,0.13,false,0.072294449,0.08,false,0.080412858
0.155,false,0.088293086,0.12,false,0.066463973,0.17,false,0.071978376,0.025,true,0.077618969
0.11,false,0.072521425,0.1,false,0.067587131,0.135,false,0.075545563,0.115,false,0.075467258
0.0,true,0.072916097,0.08,false,0.06809318,0.165,false,0.073747279,0.085,false,0.075703928
0.04,true,0.073200301,0.19,false,0.071897541,0.05,true,0.074904971,0.075,false,0.078419024
0.14,false,0.076228865,0.06,false,0.071659313,0.195,false,0.074594137,0.1,false,0.07527291
0.12,false,0.077242186,0.1,false,0.067661107,0.08,false,0.069702373,0.155,false,0.073561087
0.185,false,0.079588618,0.155,false,0.069469348,0.155,false,0.074629427,0.13,false,0.075617693
0.0,true,0.0804794,0.165,false,0.068560469,0.03,true,0.077673182,0.07,false,0.076089648
0.105,false,0.072851363,0.11,false,0.067510515,0.105,false,0.073325015,0.16,false,0.073586873
0.07,false,0.074699302,0.09,false,0.067190323,0.035,true,0.072707632,0.075,false,0.081671505
0.065,false,0.075312815,0.09,false,0.069790289,0.035,true,0.075628446,0.07,false,0.078109711
0.03,true,0.069772115,0.155,false,0.065157519,0.16,false,0.071606918,0.11,false,0.078200388
0.02,true,0.074551174,0.11,false,0.067628418,0.125,false,0.074399089,0.06,false,0.073805576
0.135,false,0.076369129,0.15,false,0.071150303,0.13,false,0.085895718,0.105,false,0.076126202
0.03,true,0.075532574,0.0,true,0.068539124,0.115,false,0.074943795,0.045,true,0.071910044
0.07,false,0.071542217,0.03,true,0.069467843,0.125,false,0.074952075,0.175,false,0.086940593
0.0,true,0.073593436,0.0,true,0.068568518,0.1,false,0.074392291,0.0,true,0.086952432
0.05,true,0.06782383,0.125,false,0.067832854,0.1,false,0.072292638,0.165,false,0.080111799
0.0,true,0.076454256,0.02,true,0.07081992,0.06,false,0.078527124,0.095,false,0.080811247
0.06,false,0.075498037,0.005,true,0.069174752,0.12,false,0.078039289,0.0,true,0.082348168
0.135,false,0.074488329,0.095,false,0.068848789,0.08,false,0.078255324,0.115,false,0.084119985
0.0,true,0.072407322,0.195,false,0.067458747,0.135,false,0.073771517,0.16,false,0.083546761
0.065,false,0.07989906,0.04,true,0.066724185,0.04,true,0.073069005,0.04,true,0.076779987
0.0,true,0.08293331,0.035,true,0.066952261,0.14,false,0.078756687,0.125,false,0.080209219
0.025,true,0.08089605,0.12,false,0.068596373,0.155,false,0.074782424,0.1,false,0.078026362
0.095,false,0.075350487,0.005,true,0.068515075,0.065,false,0.07593535,0.065,false,0.078136509
0.065,false,0.075952225,0.025,true,0.066405935,0.11,false,0.075023745,0.115,false,0.078255609
0.05,true,0.074778578,0.13,false,0.067464482,0.115,false,0.074805039,0.175,false,0.082204972
0.09,false,0.081304763,0.155,false,0.073556511,0.105,false,0.078622836,0.175,false,0.087858175
0.06,false,0.0824801,0.02,true,0.069300627,0.13,false,0.071658463,0.12,false,0.079401087
0.05,true,0.083595451,0.06,false,0.068751124,0.19,false,0.073602637,0.13,false,0.084333185
0.0,true,0.073172957,0.2,false,0.070448582,0.09,false,0.078485009,0.0,true,0.081497179
0.0,true,0.076560203,0.265,false,0.067670005,0.135,false,0.077225601,0.11,false,0.078920913
0.055,false,0.068126359,0.4,false,0.065834512,0.17,false,0.072348075,0.145,false,0.077052099
0.105,false,0.07077329,0.1,false,0.072516843,0.125,false,0.079137735,0.085,false,0.083689475
0.0,true,0.067376956,0.1,false,0.070835842,0.115,false,0.076324841,0.015,true,0.078713943
0.0,true,0.076299104,0.0,true,0.065320391,0.13,false,0.077499582,0.11,false,0.073762456
0.0,true,0.067829266,0.09,false,0.067384111,0.15,false,0.076352305,0.14,false,0.079209958
0.0,true,0.07137061,0.0,true,0.06892809,0.12,false,0.07911868,0.1,false,0.077211655
0.2,false,0.070925586,0.055,false,0.068337203,0.13,false,0.075772946,0.0,true,0.069115616
0.0,true,0.067695009,0.075,false,0.070720769,0.08,false,0.067223012,0.16,false,0.07390747
0.0,true,0.066057984,0.04,true,0.070527445,0.135,false,0.073645917,0.16,false,0.070711057
0.275,false,0.077946239,0.105,false,0.068524276,0.14,false,0.076297409,0.125,false,0.072912494
0.065,false,0.067665907,0.045,true,0.069677418,0.09,false,0.071424541,0.07,false,0.07509071
0.04,true,0.068583276,0.085,false,0.070650481,0.1,false,0.077012006,0.115,false,0.07333663
0.0,true,0.073828679,0.05,true,0.066550164,0.085,false,0.071780631,0.115,false,0.072151519
0.175,false,0.077544198,0.025,true,0.071908071,0.145,false,0.072377723,0.07,false,0.075296012
0.095,false,0.072772837,0.17,false,0.067307468,0.16,false,0.070425193,0.195,false,0.070336721
0.085,false,0.071320037,0.085,false,0.063687892,0.05,true,0.068130868,0.155,false,0.071373062
0.0,true,0.073475128,0.035,true,0.070736471,0.075,false,0.069161638,0.16,false,0.070068663
0.095,false,0.069877094,0.125,false,0.07160688,0.11,false,0.074830055,0.06,false,0.075423858
0.0,true,0.066537053,0.0,true,0.070119243,0.12,false,0.073839304,0.17,false,0.073700442
0.0,true,0.071746277,0.085,false,0.072338851,0.13,false,0.067732544,0.085,false,0.074759731
0.115,false,0.071555771,0.12,false,0.067588663,0.155,false,0.068846173,0.065,false,0.072293183
0.03,true,0.070305591,0.04,true,0.065335406,0.13,false,0.067232781,0.125,false,0.073178361
0.14,false,0.070768606,0.1,false,0.068051177,0.095,false,0.06994097,0.115,false,0.071331575
0.11,false,0.072039665,0.0,true,0.068904203,0.09,false,0.071458031,0.11,false,0.070144955
0.065,false,0.069268593,0.09,false,0.073385888,0.08,false,0.072316281,0.025,true,0.070620573
0.0,true,0.075844724,0.05,true,0.071068592,0.13,false,0.071352518,0.095,false,0.072139429
0.03,true,0.068122223,0.11,false,0.075833742,0.095,false,0.068665423,0.04,true,0.076444524
0.0,true,0.071310349,0.09,false,0.075680604,0.075,false,0.070560571,0.0,true,0.074193491
0.065,false,0.072100792,0.175,false,0.071448415,0.05,true,0.069158617,0.14,false,0.07100615
0.0,true,0.070592407,0.0,true,0.070980063,0.155,false,0.06711438,0.125,false,0.07521764
0.0,true,0.070447486,0.1,false,0.074124376,0.0,true,0.074568837,0.115,false,0.065933084
0.0,true,0.075836129,0.135,false,0.075066155,0.13,false,0.070049657,0.09,false,0.06940864
0.01,true,0.075058736,0.14,false,0.073406591,0.115,false,0.069744733,0.06,false,0.074302791
0.125,false,0.076828595,0.105,false,0.073753487,0.09,false,0.073916711,0.06,false,0.07129052
0.135,false,0.076261978,0.215,false,0.069293096,0.11,false,0.068194181,0.12,false,0.070901628
0.195,false,0.070578382,0.185,false,0.06890016,0.12,false,0.070276927,0.07,false,0.072392479
0.1,false,0.076184218,0.065,false,0.073818002,0.105,false,0.075491377,0.085,false,0.068037329
0.145,false,0.070174627,0.0,true,0.077030204,0.285,false,0.069623164,0.075,false,0.07104041
0.075,false,0.072707929,0.03,true,0.080328133,0.095,false,0.069435575,0.0,true,0.075634814
0.0,true,0.07491091,0.025,true,0.071597593,0.125,false,0.068757276,0.12,false,0.070577997
0.0,true,0.074491765,0.18,false,0.067212415,0.155,false,0.070207094,0.11,false,0.071025357
0.03,true,0.069065445,0.065,false,0.063945131,0.055,false,0.067610384,0.0,true,0.069570427
0.0,true,0.070604309,0.085,false,0.071195874,0.085,false,0.073413189,0.025,true,0.069056161
0.13,false,0.071767896,0.135,false,0.06813881,0.14,false,0.068007554,0.0,true,0.070223331
0.0,true,0.07664324,0.125,false,0.078060238,0.105,false,0.071822692,0.18,false,0.072113812
0.0,true,0.078838976,0.0,true,0.072923824,0.135,false,0.068278921,0.01,true,0.072868622
0.0,true,0.080551835,0.11,false,0.068250593,0.115,false,0.070544771,0.105,false,0.073520434
0.085,false,0.077471145,0.03,true,0.069720512,0.08,false,0.068563026,0.0,true,0.078679927
0.0,true,0.075706138,0.16,false,0.065737789,0.105,false,0.070599906,0.105,false,0.079217293
0.0,true,0.075373075,0.065,false,0.067995125,0.02,true,0.074411205,0.065,false,0.079358992
0.0,true,0.075195712,0.115,false,0.076229831,0.1,false,0.069623902,0.095,false,0.075326311
