H0_KCI_p,H0_KCI_rej,H0_KCI_time,H1_KCI_p,H1_KCI_rej,H1_KCI_time
0.26,false,0.020317933,0.06,false,0.023959786
0.195,false,0.020823056,0.01,true,0.025910768
0.445,false,0.020787763,0.02,true,0.0244987
0.455,false,0.021267978,0.055,false,0.028992213
0.265,false,0.019987177,0.075,false,0.022648278
0.265,false,0.020873116,0.02,true,0.022090244
0.21,false,0.020942337,0.015,true,0.02135502
0.23,false,0.019710866,0.0,true,0.021112621
0.255,false,0.020843461,0.01,true,0.021726113
0.12,false,0.020683668,0.01,true,0.021633832
0.225,false,0.019883982,0.03,true,0.022375545
0.115,false,0.020173094,0.02,true,0.02265498
0.285,false,0.020158852,0.015,true,0.022264937
0.205,false,0.020361963,0.0,true,0.022751533
0.215,false,0.020063326,0.085,false,0.023091283
0.08,false,0.021320685,0.015,true,0.023109308
0.535,false,0.020248201,0.005,true,0.022414364
0.515,false,0.020447459,0.05,true,0.022953721
0.475,false,0.020369251,0.045,true,0.023553762
0.455,false,0.020866247,0.1,false,0.023209481
0.195,false,0.020012921,0.01,true,0.022125978
0.395,false,0.020604729,0.01,true,0.022467164
0.49,false,0.020855474,0.06,false,0.02335872
0.27,false,0.020601849,0.015,true,0.02289842
0.27,false,0.019753016,0.09,false,0.022939248
0.51,false,0.020452774,0.115,false,0.022873937
0.51,false,0.019062007,0.01,true,0.02315064
0.455,false,0.021829308,0.045,true,0.022742602
0.12,false,0.020381322,0.065,false,0.029834145
0.505,false,0.024877061,0.005,true,0.021766151
0.455,false,0.019346012,0.035,true,0.021444989
0.445,false,0.020324068,0.01,true,0.022029948
0.43,false,0.020684059,0.01,true,0.021885468
0.1,false,0.020059174,0.035,true,0.022463443
0.125,false,0.020160536,0.025,true,0.023396728
0.36,false,0.020319852,0.02,true,0.021918282
0.3,false,0.020192087,0.105,false,0.021863074
0.135,false,0.020776413,0.02,true,0.023045727
0.16,false,0.019952682,0.175,false,0.022320978
0.515,false,0.020220192,0.0,true,0.022292097
0.055,false,0.0197078,0.01,true,0.022910539
0.255,false,0.019297666,0.02,true,0.021916862
0.275,false,0.019770297,0.0,true,0.022262775
0.2,false,0.020216345,0.085,false,0.022492886
0.025,true,0.020403809,0.065,false,0.023001048
0.04,true,0.020128925,0.01,true,0.021710137
0.205,false,0.019406931,0.0,true,0.021895705
0.21,false,0.02031056,0.01,true,0.022965861
0.535,false,0.021880199,0.015,true,0.023404104
0.145,false,0.020985876,0.005,true,0.022556755
0.505,false,0.021004231,0.015,true,0.022313108
0.085,false,0.020278027,0.07,false,0.021459648
0.47,false,0.021521209,0.02,true,0.022973593
0.375,false,0.019794771,0.0,true,0.028029418
0.81,false,0.025705071,0.01,true,0.022847453
0.19,false,0.020339342,0.005,true,0.021576388
0.325,false,0.020579559,0.025,true,0.022182381
0.495,false,0.019843372,0.2,false,0.022215209
0.255,false,0.020540135,0.015,true,0.022501679
0.285,false,0.020627426,0.015,true,0.022785942
0.725,false,0.020111794,0.01,true,0.023176708
0.13,false,0.020502808,0.05,true,0.022108317
0.64,false,0.020195613,0.005,true,0.022278619
0.155,false,0.020471284,0.03,true,0.022542811
0.35,false,0.01972153,0.025,true,0.022438047
0.49,false,0.02160933,0.03,true,0.021963541
0.28,false,0.020253532,0.0,true,0.023017682
0.66,false,0.019991555,0.01,true,0.02177138
0.365,false,0.020922522,0.075,false,0.022982463
0.245,false,0.020811968,0.045,true,0.021942481
0.355,false,0.019351468,0.09,false,0.022861099
0.355,false,0.019775604,0.28,false,0.022452869
0.17,false,0.020371209,0.005,true,0.022936999
0.26,false,0.019785351,0.0,true,0.022596112
0.155,false,0.020977115,0.07,false,0.02119731
0.31,false,0.019965001,0.01,true,0.02229655
0.2,false,0.020952048,0.075,false,0.02320438
0.41,false,0.020796705,0.0,true,0.023254305
0.35,false,0.020646545,0.02,true,0.022957955
0.16,false,0.026584986,0.12,false,0.022073844
0.265,false,0.020623601,0.02,true,0.021866445
0.685,false,0.02019155,0.025,true,0.021850858
0.055,false,0.020556171,0.005,true,0.021515806
0.305,false,0.020282306,0.0,true,0.023081397
0.17,false,0.020020727,0.05,true,0.02262753
0.47,false,0.020110727,0.06,false,0.022813209
0.21,false,0.020088662,0.155,false,0.021904842
0.105,false,0.021012015,0.01,true,0.025614585
0.09,false,0.02039192,0.0,true,0.024776039
0.09,false,0.020008511,0.025,true,0.023952868
0.12,false,0.020335321,0.075,false,0.024946618
0.275,false,0.020510446,0.035,true,0.02515373
0.12,false,0.020446677,0.0,true,0.024401028
0.415,false,0.020035691,0.02,true,0.025075718
0.445,false,0.020722447,0.005,true,0.024796803
0.455,false,0.020809037,0.005,true,0.024539801
0.585,false,0.021016553,0.03,true,0.024249647
0.15,false,0.020973584,0.01,true,0.02509791
0.035,true,0.021280188,0.03,true,0.024041881
0.41,false,0.021028841,0.07,false,0.023743884
0.395,false,0.020769573,0.02,true,0.024181253
0.285,false,0.021457919,0.015,true,0.022598985
0.175,false,0.021006546,0.005,true,0.022846459
0.1,false,0.020674312,0.005,true,0.024088429
0.13,false,0.025923687,0.035,true,0.027629622
0.405,false,0.019791888,0.025,true,0.021418568
0.085,false,0.020688211,0.045,true,0.022024137
0.06,false,0.019665433,0.025,true,0.021615775
0.325,false,0.020060057,0.025,true,0.02175353
0.61,false,0.020417119,0.11,false,0.022187167
0.27,false,0.020162165,0.0,true,0.021576947
0.26,false,0.020620924,0.03,true,0.021169631
0.28,false,0.02112911,0.13,false,0.020885159
0.115,false,0.020263704,0.01,true,0.020963744
0.175,false,0.019587552,0.025,true,0.019931134
0.3,false,0.020587059,0.005,true,0.021554034
0.125,false,0.020269264,0.03,true,0.021368141
0.35,false,0.021173783,0.045,true,0.020317749
0.565,false,0.021255438,0.03,true,0.021012855
0.09,false,0.021653634,0.025,true,0.021064347
0.245,false,0.020733567,0.04,true,0.020261495
0.225,false,0.0196431,0.01,true,0.020954687
0.37,false,0.020794986,0.025,true,0.020875602
0.27,false,0.019888462,0.04,true,0.021001176
0.3,false,0.020049702,0.035,true,0.020698603
0.08,false,0.020249322,0.26,false,0.020783984
0.16,false,0.019834377,0.04,true,0.021599679
0.17,false,0.019584319,0.05,true,0.022212247
0.025,true,0.02020318,0.005,true,0.022728516
0.485,false,0.020846135,0.01,true,0.028564257
0.43,false,0.020759094,0.055,false,0.023502579
0.105,false,0.02081768,0.005,true,0.02225814
0.505,false,0.020250897,0.015,true,0.022371807
0.105,false,0.019965138,0.005,true,0.021520208
0.31,false,0.020658627,0.01,true,0.021266346
0.21,false,0.020483246,0.025,true,0.02215432
0.28,false,0.020438342,0.015,true,0.021998055
0.34,false,0.021112333,0.0,true,0.02155347
0.01,true,0.020774989,0.005,true,0.020999613
0.405,false,0.020088508,0.05,true,0.022485051
0.1,false,0.020283864,0.0,true,0.02213435
0.39,false,0.020719586,0.025,true,0.022158092
0.325,false,0.021290274,0.01,true,0.022227316
0.305,false,0.020759913,0.015,true,0.022159561
0.495,false,0.02071866,0.055,false,0.02171146
0.25,false,0.021562711,0.12,false,0.02187276
0.375,false,0.020955989,0.03,true,0.021670234
0.715,false,0.020877926,0.125,false,0.021968162
0.075,false,0.019786944,0.015,true,0.021686033
0.18,false,0.020911805,0.005,true,0.022334585
0.09,false,0.021042515,0.005,true,0.02254981
0.42,false,0.020138605,0.045,true,0.021926422
0.21,false,0.020604521,0.0,true,0.020772701
0.315,false,0.02281701,0.02,true,0.021528455
0.13,false,0.023721313,0.015,true,0.027886498
0.115,false,0.026251619,0.01,true,0.022025897
0.095,false,0.01984121,0.02,true,0.021540334
0.35,false,0.020563775,0.005,true,0.021869618
0.35,false,0.02021997,0.015,true,0.022968562
0.415,false,0.019303709,0.03,true,0.0206869
0.245,false,0.019551282,0.045,true,0.021995758
0.505,false,0.019086073,0.03,true,0.02140018
0.135,false,0.019969041,0.005,true,0.022213036
0.19,false,0.019953025,0.07,false,0.022483902
0.465,false,0.019526686,0.015,true,0.021829004
0.05,true,0.020462709,0.06,false,0.022477218
0.105,false,0.020102281,0.035,true,0.0225232
0.43,false,0.019934366,0.01,true,0.022093698
0.36,false,0.020178494,0.02,true,0.021508304
0.315,false,0.021095959,0.135,false,0.022551284
0.12,false,0.019776352,0.025,true,0.021562753
0.17,false,0.020235781,0.015,true,0.022215376
0.355,false,0.020210333,0.005,true,0.023387989
0.305,false,0.020537888,0.005,true,0.02345138
0.3,false,0.019576668,0.01,true,0.023015973
0.19,false,0.020942833,0.06,false,0.023059774
0.3,false,0.020589982,0.045,true,0.022529539
0.53,false,0.020050388,0.005,true,0.022368102
0.055,false,0.020306304,0.005,true,0.022318205
0.495,false,0.019668694,0.02,true,0.035510628
0.29,false,0.025817611,0.135,false,0.02294481
0.21,false,0.019267149,0.07,false,0.022264951
0.19,false,0.019322125,0.01,true,0.023302198
0.18,false,0.019647578,0.03,true,0.021851031
0.185,false,0.01929332,0.005,true,0.02092055
0.195,false,0.020400143,0.0,true,0.022508044
0.295,false,0.020579036,0.03,true,0.022802029
0.545,false,0.019745289,0.03,true,0.022078064
0.255,false,0.020025297,0.03,true,0.025208293
0.31,false,0.019660098,0.01,true,0.024403595
0.365,false,0.020342501,0.025,true,0.025614856
0.33,false,0.020376555,0.045,true,0.025128068
0.595,false,0.021192414,0.045,true,0.025124428
0.17,false,0.020582348,0.25,false,0.024870311
0.365,false,0.019771305,0.09,false,0.025292275
0.395,false,0.020759059,0.04,true,0.025323697
0.265,false,0.020280759,0.015,true,0.024892045
0.535,false,0.021390254,0.035,true,0.024945896
0.235,false,0.021009235,0.005,true,0.025667178
0.42,false,0.02027292,0.035,true,0.025050713
0.53,false,0.020635702,0.005,true,0.025130151
0.285,false,0.019867512,0.015,true,0.023636653
0.17,false,0.020722433,0.01,true,0.025328149
0.215,false,0.020329892,0.02,true,0.02531065
0.36,false,0.020689383,0.02,true,0.024833408
0.1,false,0.025724465,0.02,true,0.022315217
0.49,false,0.019541424,0.0,true,0.02187917
0.21,false,0.020094668,0.05,true,0.022238782
0.525,false,0.020665665,0.015,true,0.022405987
0.275,false,0.019978047,0.025,true,0.021843461
0.475,false,0.019911058,0.05,true,0.021674461
0.365,false,0.020288907,0.02,true,0.022324184
0.23,false,0.020555436,0.03,true,0.022781317
0.425,false,0.020517523,0.0,true,0.022389507
0.24,false,0.019879714,0.01,true,0.021368678
0.21,false,0.020641095,0.12,false,0.022280159
0.385,false,0.020534722,0.065,false,0.02443694
0.415,false,0.020468761,0.04,true,0.024779051
0.395,false,0.021210687,0.125,false,0.024477132
0.385,false,0.020218942,0.005,true,0.023990489
0.32,false,0.021129993,0.03,true,0.024109161
0.53,false,0.019886168,0.03,true,0.023957342
0.255,false,0.021049031,0.41,false,0.025002639
0.155,false,0.020828523,0.005,true,0.024044517
0.62,false,0.020493926,0.01,true,0.024040105
0.37,false,0.020488502,0.03,true,0.024006917
0.3,false,0.020564873,0.12,false,0.024302507
0.2,false,0.020196955,0.005,true,0.024269814
0.305,false,0.020475218,0.0,true,0.025082649
0.065,false,0.020501773,0.015,true,0.024024392
0.68,false,0.026571862,0.025,true,0.027781459
0.31,false,0.020576511,0.045,true,0.022025682
0.375,false,0.020096397,0.04,true,0.022507574
0.2,false,0.020062353,0.0,true,0.021343717
0.255,false,0.020829449,0.09,false,0.02260337
0.41,false,0.020344623,0.065,false,0.021685104
0.33,false,0.020806522,0.05,true,0.02136263
0.185,false,0.020089712,0.0,true,0.021718165
0.2,false,0.020401513,0.015,true,0.022075717
0.28,false,0.019900135,0.045,true,0.022466834
0.37,false,0.019563266,0.005,true,0.022192856
0.345,false,0.021096211,0.005,true,0.02257509
0.165,false,0.020063308,0.04,true,0.02251099
0.55,false,0.019820231,0.005,true,0.023067078
0.38,false,0.021008109,0.025,true,0.022898465
0.54,false,0.020419158,0.07,false,0.022647998
0.205,false,0.020325609,0.03,true,0.022469178
0.28,false,0.020238178,0.02,true,0.022798157
0.595,false,0.020697646,0.015,true,0.021822302
0.245,false,0.020711293,0.02,true,0.022695668
0.32,false,0.020617086,0.04,true,0.022622495
0.34,false,0.020762045,0.085,false,0.022875191
0.435,false,0.0202146,0.075,false,0.022048109
0.115,false,0.020271301,0.065,false,0.022087122
0.365,false,0.020316392,0.02,true,0.021305935
0.155,false,0.02555274,0.0,true,0.026620932
0.075,false,0.019723516,0.0,true,0.020579951
0.41,false,0.020497864,0.01,true,0.020305096
0.355,false,0.019770505,0.01,true,0.020318558
0.375,false,0.020846868,0.035,true,0.021067742
0.1,false,0.020370527,0.005,true,0.020781429
0.49,false,0.019866449,0.25,false,0.021007296
0.255,false,0.020036148,0.04,true,0.021353286
0.195,false,0.020450261,0.025,true,0.020734165
0.115,false,0.020430453,0.035,true,0.02059903
0.38,false,0.020492021,0.07,false,0.021292859
0.1,false,0.020399407,0.035,true,0.019967537
0.335,false,0.021026239,0.015,true,0.020658369
0.17,false,0.020634522,0.01,true,0.020395744
0.415,false,0.021022375,0.0,true,0.021758587
0.245,false,0.021047582,0.0,true,0.021200493
0.54,false,0.020638482,0.005,true,0.021743142
0.38,false,0.020284971,0.095,false,0.021500633
0.215,false,0.02072489,0.0,true,0.021188905
0.19,false,0.02078151,0.06,false,0.021147089
0.14,false,0.020253937,0.055,false,0.021461993
0.205,false,0.02050003,0.045,true,0.020344092
0.46,false,0.020006938,0.055,false,0.021357239
0.555,false,0.020827199,0.005,true,0.021796846
0.16,false,0.020590074,0.035,true,0.021449684
0.395,false,0.020640257,0.005,true,0.026710758
0.605,false,0.020946964,0.125,false,0.02110762
0.155,false,0.019866421,0.015,true,0.021396251
0.185,false,0.020332041,0.015,true,0.021110299
0.275,false,0.020098408,0.0,true,0.021294521
0.3,false,0.020754655,0.07,false,0.020498897
0.105,false,0.021869748,0.145,false,0.020640122
0.065,false,0.020680227,0.01,true,0.020815304
0.475,false,0.020794798,0.135,false,0.020266648
0.365,false,0.020572444,0.035,true,0.021311047
0.03,true,0.020793528,0.015,true,0.020775969
0.455,false,0.020322495,0.05,true,0.021600018
0.325,false,0.022687457,0.025,true,0.022154896
0.37,false,0.02053457,0.025,true,0.021022309
0.39,false,0.01999586,0.005,true,0.021407007
0.29,false,0.020040116,0.025,true,0.021790567
0.2,false,0.020501545,0.025,true,0.020545725
0.295,false,0.020667944,0.09,false,0.022331947
0.125,false,0.019728286,0.005,true,0.020331624
0.16,false,0.019456847,0.0,true,0.020115536
0.23,false,0.02087634,0.06,false,0.020993645
0.395,false,0.02019884,0.0,true,0.021134562
0.395,false,0.021896778,0.015,true,0.021140929
0.355,false,0.021577051,0.125,false,0.020449649
0.12,false,0.023171327,0.005,true,0.021877003
0.225,false,0.022388137,0.04,true,0.034289901
0.155,false,0.025200936,0.02,true,0.020638654
0.215,false,0.019492523,0.01,true,0.01982736
0.26,false,0.019971483,0.005,true,0.020392592
0.465,false,0.019995472,0.0,true,0.020712351
0.36,false,0.020138121,0.025,true,0.020660489
0.225,false,0.020024903,0.0,true,0.021095682
0.45,false,0.019906881,0.025,true,0.021896998
0.52,false,0.019940356,0.015,true,0.020636706
0.32,false,0.020547501,0.055,false,0.023342667
0.045,true,0.020416502,0.01,true,0.02315283
0.185,false,0.020405348,0.015,true,0.023139255
0.265,false,0.020163933,0.03,true,0.023214492
0.26,false,0.020167309,0.05,true,0.022324083
0.315,false,0.019306642,0.01,true,0.02335439
0.19,false,0.019941051,0.07,false,0.023381695
0.32,false,0.021273057,0.02,true,0.023495143
0.385,false,0.019713525,0.0,true,0.022132796
0.225,false,0.021191411,0.005,true,0.023526618
0.055,false,0.020487972,0.005,true,0.023861218
0.25,false,0.021194076,0.075,false,0.024143376
0.21,false,0.02014866,0.015,true,0.022663555
0.235,false,0.020290592,0.02,true,0.023429558
0.175,false,0.020767003,0.245,false,0.024164931
0.42,false,0.020238485,0.035,true,0.023478563
0.26,false,0.021027655,0.05,true,0.02316471
0.26,false,0.026869208,0.005,true,0.027511658
0.315,false,0.020878409,0.025,true,0.020293703
0.3,false,0.020038618,0.005,true,0.020460015
0.165,false,0.020901184,0.015,true,0.020988498
0.64,false,0.020259649,0.015,true,0.02132779
0.115,false,0.020066766,0.175,false,0.020640636
0.32,false,0.019483095,0.03,true,0.020239184
0.15,false,0.019813216,0.05,true,0.020664606
0.47,false,0.020219782,0.1,false,0.020464708
0.205,false,0.020768482,0.04,true,0.020735038
0.245,false,0.02003129,0.005,true,0.021070455
0.54,false,0.020956985,0.01,true,0.021675626
0.435,false,0.019777247,0.01,true,0.021606903
0.385,false,0.020428351,0.025,true,0.020800529
0.395,false,0.020574962,0.115,false,0.02127677
0.23,false,0.020454014,0.0,true,0.021152919
0.53,false,0.020832871,0.04,true,0.02124901
0.12,false,0.020870576,0.005,true,0.020345279
0.495,false,0.020920252,0.005,true,0.021229764
0.505,false,0.020360391,0.01,true,0.021164381
0.395,false,0.020212755,0.115,false,0.021071152
0.285,false,0.021148559,0.015,true,0.021756224
0.235,false,0.02027632,0.025,true,0.021409729
0.295,false,0.020071601,0.2,false,0.020724073
0.465,false,0.020415692,0.01,true,0.021360864
0.265,false,0.02596613,0.05,true,0.028478095
0.195,false,0.020484316,0.065,false,0.021238272
0.195,false,0.019726145,0.045,true,0.020308159
0.46,false,0.020763873,0.04,true,0.02111266
0.345,false,0.019076801,0.115,false,0.020136137
0.375,false,0.020723549,0.065,false,0.019673308
0.43,false,0.020675611,0.03,true,0.020949244
0.485,false,0.020249014,0.03,true,0.019989985
0.475,false,0.02046765,0.025,true,0.020515853
0.395,false,0.019629953,0.03,true,0.020132122
0.04,true,0.021108034,0.025,true,0.021070705
0.32,false,0.020796851,0.11,false,0.020015449
0.15,false,0.019966526,0.025,true,0.021105292
0.145,false,0.020683838,0.03,true,0.02019879
0.725,false,0.021406197,0.115,false,0.021194027
0.1,false,0.020221665,0.0,true,0.020262451
0.245,false,0.02088138,0.025,true,0.021181172
0.3,false,0.020525087,0.005,true,0.020813419
0.085,false,0.020118769,0.04,true,0.020006581
0.105,false,0.02068827,0.095,false,0.020742655
0.25,false,0.021501261,0.0,true,0.020862383
0.265,false,0.020761979,0.01,true,0.020341303
0.425,false,0.021802418,0.02,true,0.021726335
0.22,false,0.019870923,0.055,false,0.020638035
0.295,false,0.020040856,0.035,true,0.020786007
0.17,false,0.026725414,0.05,true,0.027074302
0.34,false,0.0208172,0.0,true,0.020674523
0.505,false,0.020200052,0.025,true,0.020168624
0.175,false,0.019974116,0.055,false,0.021293283
0.345,false,0.019951725,0.035,true,0.021553539
0.255,false,0.020866281,0.01,true,0.021106442
0.32,false,0.020218737,0.025,true,0.02016898
0.15,false,0.020564351,0.105,false,0.02093314
0.445,false,0.01947244,0.09,false,0.020736796
0.05,true,0.019865553,0.0,true,0.021013112
0.14,false,0.020221175,0.025,true,0.020639232
0.145,false,0.020689444,0.01,true,0.020211152
0.14,false,0.020267508,0.005,true,0.021658232
0.345,false,0.021871441,0.04,true,0.020933663
0.14,false,0.022636467,0.03,true,0.020383348
0.49,false,0.02242197,0.03,true,0.021900102
0.39,false,0.020645569,0.005,true,0.020985821
0.26,false,0.020743703,0.025,true,0.020597283
0.17,false,0.020952639,0.05,true,0.021038902
0.33,false,0.021190051,0.01,true,0.02067365
0.27,false,0.020739087,0.03,true,0.019804951
0.25,false,0.020323235,0.025,true,0.021370011
0.4,false,0.02101296,0.075,false,0.021625577
0.365,false,0.020362671,0.01,true,0.020793347
0.135,false,0.019793323,0.015,true,0.020617281
0.35,false,0.019993117,0.015,true,0.020199424
0.63,false,0.027502559,0.01,true,0.021552022
0.09,false,0.019853466,0.07,false,0.02072622
0.14,false,0.020163512,0.0,true,0.020883756
0.315,false,0.020837512,0.055,false,0.020487681
0.26,false,0.020081948,0.04,true,0.020638084
0.12,false,0.019641831,0.01,true,0.0205996
0.385,false,0.020561438,0.01,true,0.020968232
0.48,false,0.019992628,0.085,false,0.021305047
0.255,false,0.020627974,0.185,false,0.022668997
0.17,false,0.021354271,0.02,true,0.023341409
0.3,false,0.020939163,0.03,true,0.022744771
0.445,false,0.020251116,0.045,true,0.023264704
0.27,false,0.020758401,0.02,true,0.024139702
0.19,false,0.021261933,0.0,true,0.023108716
0.185,false,0.020091698,0.125,false,0.023970251
0.13,false,0.020217708,0.01,true,0.023249814
0.095,false,0.02077487,0.005,true,0.024010824
0.025,true,0.020622016,0.0,true,0.022811392
0.17,false,0.020574974,0.015,true,0.023123033
0.135,false,0.020380153,0.1,false,0.022885806
0.225,false,0.020390509,0.01,true,0.023359806
0.125,false,0.020515254,0.005,true,0.023262551
0.6,false,0.021107412,0.01,true,0.024141359
0.36,false,0.021169554,0.01,true,0.02298009
0.19,false,0.020972466,0.0,true,0.022829166
0.325,false,0.026138808,0.015,true,0.026973214
0.45,false,0.020568167,0.02,true,0.020356251
0.18,false,0.021506624,0.2,false,0.02113684
0.335,false,0.02060665,0.015,true,0.020442968
0.375,false,0.01975195,0.035,true,0.020183473
0.625,false,0.019661115,0.065,false,0.020521411
0.24,false,0.019968614,0.135,false,0.020123438
0.51,false,0.020727691,0.045,true,0.021137058
0.46,false,0.020313681,0.005,true,0.020069833
0.2,false,0.020125454,0.015,true,0.021241008
0.225,false,0.019947893,0.03,true,0.021031714
0.05,true,0.020049768,0.235,false,0.020796013
0.275,false,0.020552161,0.025,true,0.020723277
0.31,false,0.020346117,0.03,true,0.020668222
0.335,false,0.020635442,0.185,false,0.021467347
0.545,false,0.020701425,0.0,true,0.021679912
0.145,false,0.02070517,0.025,true,0.02119626
0.055,false,0.020282888,0.175,false,0.021904018
0.105,false,0.020587389,0.01,true,0.021268606
0.235,false,0.02073303,0.05,true,0.021362555
0.17,false,0.020703192,0.05,true,0.02091333
0.195,false,0.02025729,0.01,true,0.020684705
0.075,false,0.02163216,0.005,true,0.021820717
0.625,false,0.021511751,0.125,false,0.022036346
0.54,false,0.020544547,0.0,true,0.021003943
0.31,false,0.026618199,0.095,false,0.027485765
0.23,false,0.02019373,0.0,true,0.021318621
0.355,false,0.020191019,0.03,true,0.020275478
0.3,false,0.021236864,0.06,false,0.021062485
0.105,false,0.020718507,0.165,false,0.020285743
0.055,false,0.020225537,0.0,true,0.021532659
0.075,false,0.020534443,0.005,true,0.020461203
0.835,false,0.021226566,0.0,true,0.02086678
0.505,false,0.021107985,0.01,true,0.02189655
0.355,false,0.020872073,0.015,true,0.020973883
0.135,false,0.020540429,0.015,true,0.020297879
0.395,false,0.021657116,0.0,true,0.021501794
0.17,false,0.020939421,0.015,true,0.020074643
0.295,false,0.020270531,0.015,true,0.021071394
0.445,false,0.020482617,0.0,true,0.021004957
0.455,false,0.021194002,0.015,true,0.021994354
0.28,false,0.020206017,0.025,true,0.020818163
0.12,false,0.020856354,0.015,true,0.021074597
0.245,false,0.021197437,0.0,true,0.021358914
0.195,false,0.020535455,0.0,true,0.020809811
0.12,false,0.020452635,0.145,false,0.021824293
0.65,false,0.021119098,0.02,true,0.020651522
0.32,false,0.020710475,0.03,true,0.021429328
0.105,false,0.020960251,0.015,true,0.020937841
0.28,false,0.020505198,0.055,false,0.020739485
0.505,false,0.020266654,0.105,false,0.033133697
0.23,false,0.020395503,0.01,true,0.021343362
0.11,false,0.02025526,0.02,true,0.020538321
0.4,false,0.020588353,0.0,true,0.020659106
0.185,false,0.020828766,0.025,true,0.021106434
0.285,false,0.02021164,0.105,false,0.021269891
0.32,false,0.020826616,0.005,true,0.021175211
0.085,false,0.020398176,0.1,false,0.020835748
0.13,false,0.020848971,0.07,false,0.021873402
0.385,false,0.020439333,0.055,false,0.022139874
0.31,false,0.02034904,0.025,true,0.023718386
0.365,false,0.020367694,0.055,false,0.0232667
0.105,false,0.020136578,0.03,true,0.023284165
0.63,false,0.020615786,0.055,false,0.023222067
0.335,false,0.02116469,0.005,true,0.023687961
0.565,false,0.020545587,0.105,false,0.023251603
0.37,false,0.020383587,0.03,true,0.023478487
0.315,false,0.020632778,0.005,true,0.024356132
0.285,false,0.020633853,0.015,true,0.023366225
